empresa,nota,avaliacoes
 Megaware ,"4,0", 6
 DeBrito Propaganda ,"3,0", 6
 Faro Hotéis ,"3,4", 6
 Homex Brasil ,"3,4", 6
 ISE Business School ,"3,4", 6
 VitaDerm ,"3,7", 6
 Staff Consultoria ,"4,5", 6
 Procarta Informática ,"2,8", 6
 Trade Comunicação ,"3,7", 6
 Ultranet ,"2,8", 6
 Poloar ,"4,0", 6
 Empresas Maggi ,"2,6", 6
 Sorvetes Kidelicia ,"3,7", 6
 Almeida&Almeida Advogados ,"3,6", 6
 Instituto de Infectologia Emílio Ribas ,"2,9", 6
 GTCON Tecnologia & Serviços ,"3,6", 6
 Hospital Municipal Universitário (HMU) ,"3,3", 6
 CLM ,"3,6", 6
 Lumar Móveis ,"3,8", 6
 Tauste Supermercados ,"3,7", 6
 Fundação Internacional de Comunicação (FIC) ,"3,8", 6
 Defensoria Pública do Estado de Santa Catarina ,"4,3", 6
 RA Catering ,"3,6", 6
 MIS - Museu da Imagem e do Som ,"3,2", 6
 Distribuidora Hospitalar D-HOSP ,"2,7", 6
 BEM Emergências Médicas ,"2,9", 6
 Santa Casa de Suzano ,"3,4", 6
 Verzani e Sandrini Parking ,"3,3", 6
 Veterinária Pets ,"3,3", 6
 Grupo Segurança Security Segurança Patrimonial ,"3,8", 6
 Makis Place ,"3,2", 6
 Xylem Inc. ,"2,8", 6
 Tegula ,"3,3", 6
 Invensys Systems Brasil ,"2,9", 6
 Fame Fábrica de Aparelhos e Material Elétrico ,"4,2", 6
 GP Investments ,"2,7", 6
 Periodical ,"3,1", 6
 Ceimic Análises Químicas ,"2,8", 6
 Digesto ,"4,3", 6
 Konia Tecnologia ,"4,0", 6
 CGMP ,"3,8", 6
 Guascor do Brasil Siemens ,"3,9", 6
 Escola Conquer ,"4,2", 6
 Associação Santa Marcelina ,"4,0", 6
 Centro Educacional Riachuelo ,"4,3", 6
 Grupo ELO ,"3,3", 6
 CIES Global ,"2,0", 6
 FASM - Faculdade Santa Marcelina ,"3,5", 6
 CLAC ,"3,6", 6
 Casa Flora ,"4,2", 6
 Banco Petra ,"3,4", 6
 The Leadership Group ,"3,4", 6
 Müller Martini ,"3,0", 6
 L+M Gets ,"2,8", 6
 RR COMPACTA ,"2,5", 6
 Speyside Corporate Relations ,"3,1", 6
 Lacan Investimentos ,"4,6", 6
 Flex-A-Seal ,"2,9", 6
 Cpfl Paulista ,"4,3", 6
 Unibanco ,"3,7", 5
 Wernher Von Braun ,"3,6", 5
 CVC ,"3,8", 5
 Mtrix ,"3,2", 5
" Cesnik, Quintino e Salinas Advogados ","2,8", 5
 Anglobal ,"4,1", 5
 First-Tech ,"3,6", 5
 Bedsonline ,"3,6", 5
 COIM Group ,"3,8", 5
 BizTalking ,"4,1", 5
 Vigliecca & Associados (V&A) ,"4,0", 5
 Media Response Group ,"4,2", 5
 Siner ,"3,3", 5
 Agência Salve ,"3,6", 5
 TUBEX ,"3,9", 5
 WETRON automation technology ,"2,5", 5
 Servix Informatica ,"4,0", 5
 Blockbit Tecnologia ,"3,1", 5
 Esporte Clube Sírio ,"3,5", 5
 Agência Maria SãoPaulo ,"3,3", 5
 ABC do ABC ,"4,4", 5
 Ápice Desenvolvimento Humano ,"2,0", 5
 Squad ,"3,9", 5
 Galoá ,"2,7", 5
 Santos & Santos Advogados Associados ,"4,8", 5
 3Am - It ,"3,8", 5
 Cooperativa De Transporte ,"4,5", 5
 DHL Case ,"3,9", 5
 GTM Holdings ,"3,8", 5
 Single Point Technology ,"3,5", 5
 Banco Real ,"3,7", 5
 Mais Telecom ,"3,7", 5
 Renner Contabilidade ,"3,7", 5
 Green4t ,"4,2", 5
 Agência MariaSãoPaulo ,"4,4", 5
 San Brasil ,"2,1", 5
 Velloza Advogados Associados ,"3,0", 5
 Bizapp ,"3,6", 5
 Work On Group ,"3,3", 5
 Frente Corretora ,"4,2", 5
 Ramo Sistemas Digitais ,"2,7", 5
 PQ Sílicas Brazil ,"4,6", 5
 Suzuki J Toledo ,"4,1", 5
 Rake & Rai Telecomunicações ,"2,6", 5
 Farmadelivery ,"3,3", 5
 Rapido 900 ,"3,3", 5
 Retina Web ,"1,6", 5
 Macco Máquinas ,"1,9", 5
 Decorati ,"3,6", 5
 wSoMa ,"2,2", 5
 Votorantim Asset Management ,"4,5", 5
 Plenno ,"2,0", 5
 Unicamp E-Racing ,"5,0", 5
 Grupo ReciclaBR ,"2,6", 5
 Red Cerberus ,"1,7", 5
 Universidade Laureate ,"3,4", 5
 Soluções Integrada de Sistemas (SIS) ,"3,0", 5
 Partner ,"3,8", 5
 Ministério Público do Trabalho - Campinas ,"4,4", 5
 Markable Comunicação ,"3,6", 5
 Eisa Empresa Interagrícola ,"4,0", 5
 AD Shopping Agência ,"2,4", 5
 Redequalis ,"2,0", 5
 Softys ,"3,3", 5
 Qualyfast ,"3,9", 5
 Conteúdo Comunicação ,"3,6", 5
 CCM7 ,"3,6", 5
 Grupo Técnico de Eletromecânica (GTEL) ,"4,3", 5
 Auto Viação Pássaro Marron ,"2,6", 5
 Mercadinho Piratininga ,"3,2", 5
 Grupo Centurião ,"4,0", 5
 SJT Educação Médica ,"2,4", 5
 Hospital e Maternidade Nova Vida ,"3,5", 5
 E.Tamussino ,"3,6", 5
 Quattro Construtora ,"3,0", 5
 ER-BR– Energias Renováveis ,"2,9", 5
 Multicidades ,"3,6", 5
 Welcome MKT ,"3,1", 5
 Alliance Consultoria ,"4,0", 5
 Voitel Soluções de Comunicação ,"4,1", 5
 Gabbinetto ,"3,0", 5
 Empresa Brasileira de Serviços e Comércio (EMBRASER) ,"2,6", 5
 Intermedic Technology ,"3,2", 5
 Invista Tecnologia Textil Brasil Industria E Comercio D ,"2,7", 5
 Distribuidora Rio Branco ,"3,3", 5
 CAMP Brasil ,"4,5", 5
 CPS (Brazil) ,"4,5", 5
 Mais Atacadista ,"3,6", 5
 Imprensa Oficial do Estado de São Paulo (IMESP) ,"3,6", 5
 A. Lopes Muniz Advogados Associados ,"3,8", 5
 LOOL ,"2,7", 5
 Provet ,"3,1", 5
 Dogs Can Fly Content ,"3,0", 5
 TrustSis Consulting Services ,"3,5", 5
 FAAT Faculdades ,"3,9", 5
 PROT-CAP ,"2,7", 5
 NK Store ,"3,1", 5
 Câmara Municipal de Campinas ,"3,9", 5
 Aro Contábil ,"2,8", 5
 TRB Pharma ,"2,8", 5
 Systemcred ,"3,7", 5
 Electro Plastic ,"3,3", 5
 Consciência Soluções e Tecnologia ,"3,4", 5
 Rádio Mix ,"3,6", 5
 BP Biocombustível ,"3,7", 5
 Claudio Zalaf Advogados Associados ,"3,3", 5
 Copafer ,"2,8", 5
 LOLITTA ,"2,5", 5
 Madis Rodbel ,"2,7", 5
 Hospital de Caridade São Vicente de Paulo ,"3,6", 5
 Iinstituto Crescer ,"4,0", 5
 Drogaquinze ,"3,2", 5
 Clínica Veterinária Clinicão ,"4,2", 5
 Comil Cover Sand ,"3,0", 5
 Full Service ,"2,6", 5
 GetMoney Câmbio ,"2,7", 5
 Baumer do Brasil ,"4,4", 5
 Seven Terceirização de Serviços ,"2,4", 5
 Plastamp ,"4,4", 5
 Consult Consultoria ,"3,8", 5
 Dalla Soluções ,"3,8", 5
 Yushiro do Brasil ,"3,4", 5
 Sidor ,"2,4", 5
 Fundação Maria Cecilia Souto Vidigal (FMCSV) ,"3,8", 5
 Gauss Telecomunicações ,"2,7", 5
 Adbens Imóveis ,"2,2", 5
 Sindicato dos Contabilistas de São Paulo ,"3,1", 5
 Partwork Associados ,"3,0", 5
 Risatec ,"5,0", 5
 Museu do Café ,"3,6", 5
 SulAmérica Investimentos ,"4,0", 5
 Docelar Supermercados ,"2,9", 5
 Tribunal de Justiça Fórum de Santos ,"5,0", 5
 Xprime Academia ,"3,6", 5
 JZ Resgate ,"4,1", 5
 e-Midia ,"4,0", 5
 NEXT Business Media ,"1,9", 5
 Sindicato dos Metalúrgicos do ABC ,"3,0", 5
 Colégio Renovação ,"4,1", 5
 Abatex ,"3,7", 5
 Flores Online ,"3,3", 5
 SPMJ Comunicação ,"1,4", 5
 Poderoso Timão ,"3,6", 5
" ""Fleury, Coimbra e Rhomberg Advogados"" ","4,0", 5
 Sianet Business Hosting ,"3,0", 5
 B2X Comunicação ,"2,1", 5
 Corpo de Patrulheiros Mirim ,"4,6", 5
 MM Santos Informática ,"3,2", 5
 Strong ,"3,5", 5
 Tecsystems ,"3,5", 5
 Mary and Friends ,"4,4", 5
 GerenteWeb ,"4,0", 5
 Easy Translation Services ,"1,6", 5
 Asteca Corretora ,"3,5", 5
 Alpelo ,"2,2", 5
 A Contabilista ,"3,3", 5
 EMC Sistemas ,"3,7", 5
 Caviglia ,"3,4", 5
 Tecnohold Development Technology ,"2,3", 5
 Addtech Tecnologia ,"3,7", 5
 Beacon School (Brazil) ,"3,0", 5
 Fragomen Brasil ,"4,2", 5
 Enforce ,"3,6", 5
 Centro de Treinamento Integrado (CTI) ,"3,7", 5
 Buddha Spa ,"3,3", 5
 Certisign ,"2,9", 5
 Labfor ,"3,1", 5
 Tigrinhos & Golden Tigers ,"4,4", 5
 LZA Engenharia ,"3,2", 5
 Worldpackers ,"4,4", 5
 Iorane ,"3,3", 5
 Grupo Alpina ,"3,7", 5
 Logmed ,"1,7", 5
 Grupo Lua Nova ,"3,7", 5
 Inpharma Laboratórios ,"2,8", 5
 Smart SLG ,"3,3", 5
 Papelaria Universitária ,"3,0", 5
 Opus (Brazil) ,"3,6", 5
 Pixit ,"3,8", 5
 Construtora Planeta ,"3,6", 5
 Demag Cranes & Components ,"4,0", 5
 IMB Textil ,"3,5", 5
 Telemática Sistemas Inteligentes ,"2,5", 5
 Arpol Conforto Térmico ,"3,8", 5
 Anjos Consultoria e Treinamentos ,"3,6", 5
 Drogaria Iguatemi ,"3,1", 5
 Tintas Paumar ,"3,8", 5
 Gadle ,"4,0", 5
 Tríade ,"4,0", 5
 Beltis IT Solutions ,"4,2", 5
 HRDevelopers ,"2,9", 5
 Centro de Aprendizagem e Mobilização Profissional e Social (CAMPS) ,"4,0", 5
 Ação Educativa ,"4,4", 5
" Alves, Albuquerque & Alvarenga ","2,8", 5
 AVK Válvulas ,"2,7", 5
 Praxian ,"3,0", 5
 SPS Logística ,"2,7", 5
 Brazilian International School (Colégio BIS) ,"3,0", 5
 RCA Turismo ,"3,7", 5
 Restaurante Risotto Mix ,"3,7", 5
 Kadant ,"2,8", 5
 Chiarottino e Nicoletti Advogados ,"3,8", 5
 Splendido Alimentação e Serviços ,"4,5", 5
 Supertec ,"3,2", 5
 Constremac Construções ,"3,9", 5
 Cortical ,"3,0", 5
 Dello ,"3,0", 5
 Jack Vartanian ,"2,5", 5
 Clínica Cemed ,"3,2", 5
 Intertank ,"3,7", 5
 Souza Araujo ,"2,6", 5
 Conaupro Serviços Contábeis ,"2,8", 5
 VR São Paulo ,"3,1", 5
 Play Cred ,"3,6", 5
 CDG Construtora ,"4,2", 5
 Quintal 22 ,"3,1", 5
 Pignalosa Advogados ,"2,8", 5
 Mamo Brasil ,"3,0", 5
 Renascença DTVM ,"3,7", 5
 GC do Brasil ,"2,9", 5
 NR Acampamentos ,"2,9", 5
 Acerth ,"2,6", 5
 Control Informática ,"3,6", 5
 Tecnowise ,"4,0", 5
 RC Pisos e Revestimentos ,"3,6", 5
 Prime IT ,"2,9", 5
 Exior Consultoria ,"3,4", 5
 Colégio Interação ,"3,6", 5
 Quidde ,"2,7", 5
 Grupo Avanth ,"2,2", 5
 Pepperl + Fuchs ,"2,7", 5
 VS Telecom ,"4,0", 5
 Guiato ,"2,6", 5
 Markethings ,"1,8", 5
 Grupo Guardian ,"4,3", 5
 Fundamento Grupo de Comunicação. ,"2,2", 5
 Yamí ,"4,6", 5
 Noverde ,"4,2", 5
 EnerSystem ,"2,8", 4
 Global Translations.BR ,"3,1", 4
 Gamers Club ,"5,0", 4
 Stragen ,"4,0", 4
 Asa Alumínio ,"3,6", 4
 MIB Brasil ,"2,7", 4
 Idea! Electronic Systems ,"3,7", 4
 DeltaOmega ,"3,0", 4
 Aranda Editora ,"3,7", 4
 Maroni Transporte e Logística ,"3,2", 4
 Econ Construtora ,"4,7", 4
 FazINOVA ,"2,8", 4
 Criarenet ,"3,4", 4
 DeÔnibus ,"5,0", 4
 Aquário de São Paulo ,"3,2", 4
 Metalacre ,"2,5", 4
 Basic Elevadores ,"2,3", 4
 Bilfinger Mauell ,"2,2", 4
 Acqua Consulting ,"2,3", 4
 Restaurante D.O.M ,"1,9", 4
 Mapra Mangueiras ,"2,3", 4
 Itororó Veículos ,"3,1", 4
 Expresso Luxo ,"1,7", 4
 Sharp Corporation ,"3,4", 4
 Panorama Rastreamento ,"3,7", 4
 Gabriella Calçados ,"4,3", 4
 Ilustre Móveis ,"3,9", 4
 Flamboiã Alimentos ,"2,4", 4
 Strong IT Consulting ,"4,2", 4
 Rinaldi Produções - Patati Patatá ,"2,7", 4
 Rigo de Souza Advogados e Consultores ,"3,8", 4
 Accept (Brazil) ,"4,3", 4
 Sodramar ,"2,9", 4
 Resiplastic ,"3,7", 4
 Colégio Vital Brazil ,"2,4", 4
 Suntech Supplies ,"3,8", 4
 Cesvi Brasil ,"3,7", 4
 Orvalho do Sol Tendas ,"3,8", 4
 Grafcet Automação ,"3,0", 4
 Malharia Berlan ,"2,6", 4
 Viva Talentos Humanos ,"1,8", 4
 Alfatest ,"3,4", 4
 Higitec ,"3,1", 4
 Psicoblue ,"3,0", 4
 Serviço Funerário do Município de São Paulo ,"3,6", 4
 Clube Esperia ,"2,8", 4
 ArtCenter ,"2,5", 4
 Carrer & Dom ,"3,2", 4
 AZClick ,"2,1", 4
 Kabbalah Centre do Brasil ,"4,6", 4
 Amplicabos ,"3,2", 4
 Arquiplan ,"4,2", 4
 Expert Consultoria em RH ,"4,0", 4
 Bivik Jeans ,"3,5", 4
 Ibramed ,"3,0", 4
 S.A. Paulista ,"2,3", 4
 Avantto ,"4,3", 4
 Pleon IT Solutions ,"3,5", 4
 Vitalflex ,"3,3", 4
 Datamaxi Informática ,"3,2", 4
 Grupo JCN ,"3,7", 4
 Clube Hebraica ,"4,0", 4
 Samá Contabilidade ,"4,4", 4
 Log Distribuidora ,"3,0", 4
 Mira Tecnologia ,"3,6", 4
 Mister Sheik ,"1,3", 4
 Llorente & Cuenca ,"3,1", 4
 COEL ,"4,0", 4
 GCampaner Agência Web ,"3,8", 4
 Indústrias Nardini ,"2,5", 4
 Círculo Militar de São Paulo ,"4,6", 4
 Centro Cultural Brasil Estados Unidos ,"3,3", 4
 Australian Centre ,"2,9", 4
 LPS Brasil Consultoria Imóveis ,"4,1", 4
 Ipê Clube ,"4,5", 4
 Águia Telecom ,"3,2", 4
 Hospital Veterinário Vet Popular ,"3,7", 4
 Enplan ,"3,9", 4
 Mitutoyo ,"3,9", 4
 Brasiltec ,"4,3", 4
 Startec ,"3,0", 4
 Trevilub Lubrificantes ,"3,3", 4
 EthosX ,"3,1", 4
 Citycon Engenharia e Construção ,"3,3", 4
 Hospital Renascença de Campinas ,"3,8", 4
 PH Recursos Humanos ,"3,5", 4
 Hospital Santa Lucinda ,"3,5", 4
 Raft Embalagens LTDA ,"3,0", 4
 Piccolotur ,"3,4", 4
 Olhar Digital ,"2,6", 4
 Escola Curumim ,"3,7", 4
 HB Hotels ,"3,0", 4
 ASR Consultoria ,"3,8", 4
 Atrium Shopping ,"3,0", 4
 Gonçalves e Associados ,"4,0", 4
 Hospital e Maternidade Ipiranga Mogi ,"3,3", 4
 ESY World ,"2,3", 4
 CBBW ,"3,3", 4
 Leads 4 Sales ,"3,2", 4
 High Point Idiomas ,"3,6", 4
 Nova Agri ,"3,5", 4
 Figener ,"3,4", 4
 HLB Onix ,"3,7", 4
 Autlog ,"3,4", 4
 Consórcio Metropolitano 5 ,"4,2", 4
 Alergo Dermatologia ,"3,5", 4
 Aulik Indústria e Comércio ,"3,6", 4
 Stemag Engenharia e Construção ,"4,0", 4
 Associação Brasileira da Indústria Elétrica e Eletrônica (ABINEE) ,"3,3", 4
 Sustentare Produtos Alimentícios ,"3,8", 4
 Permute ,"3,1", 4
 Moinho Pacífico ,"4,1", 4
 MSA Indústria Metalúrgica ,"3,5", 4
 Kampo Marino ,"2,2", 4
 Pirâmide Imóveis ,"3,2", 4
 LTr Editora ,"3,6", 4
 Kraft Consulting ,"2,9", 4
 Nautika Eventos ,"4,8", 4
 Merko Eventos ,"2,6", 4
 Brinquedos Laura ,"3,3", 4
 Belfort ,"2,6", 4
 Projeto CIES ,"3,0", 4
 DryWash ,"1,8", 4
 Planaudi Consultoria e Assessoria Contábil ,"3,5", 4
 Mitsubishi Materials Corporation (MMC) ,"3,2", 4
 Hospital Universitário da Faculdade de Medicina de Jundiaí ,"3,9", 4
 MW Microware ,"1,7", 4
 Sener ,"3,2", 4
 Takasu 29 ,"3,8", 4
 Urcal Projeto e Soluções ,"2,0", 4
 Tecno Logys ,"4,3", 4
 Terumo Medical ,"3,3", 4
 Treviso Corretora de Câmbio ,"3,1", 4
 Metalúrgica Nakayone ,"4,0", 4
 Brinquedos Cardoso ,"4,0", 4
 Apek ,"3,0", 4
 Clube Alto dos Pinheiros ,"3,5", 4
 MSolutions ,"3,4", 4
 Melora do Brasil ,"3,5", 4
 Nova Noiva ,"4,2", 4
 SP Japan ,"3,2", 4
 Braschemical ,"3,3", 4
 Pluri Segurança e Serviços ,"4,0", 4
 Enterplay ,"3,5", 4
 UDDO Diagnósticos Medicos ,"3,0", 4
 Associação para Valorização de Pessoas com Deficiência (AVAPE) ,"3,6", 4
 Translift Sistemas de Movimentação e Armazenagem ,"3,8", 4
 Destak Jornal ,"3,4", 4
 Grupo Marukai ,"3,0", 4
 Sennit ,"4,1", 4
 Anapro ,"3,5", 4
 Málaga Produtos Metalizados ,"1,9", 4
 Melhor Bocado ,"4,3", 4
 Pedro Miguel Advogados Associados ,"2,7", 4
 Madearte Marcenaria ,"2,4", 4
 Presys Instrumentos e Sistemas ,"3,0", 4
 Mastery Consulting ,"2,9", 4
 MAGA Aviation ,"3,2", 4
 Lojas Marcom ,"3,7", 4
 32º Oficial de Registro Civil e Tabelião de Notas ,"2,0", 4
 MindsOn Mkt e Comunicação ,"3,2", 4
 Agrícola Xingu ,"4,5", 4
 Solveplan ,"4,5", 4
 VisualSet Tecnologia ,"2,2", 4
 Vedraga Terceirização de Serviços ,"2,8", 4
 Grupo DPG ,"3,3", 4
 SolaresTI ,"3,9", 4
 Agevole ,"4,5", 4
 Mario Dal Maso ,"4,2", 4
 Gold Finger Joalheiro ,"3,1", 4
 Repume Iluminação ,"2,9", 4
 Aceex ,"3,1", 4
 Cellier Alimentos do Brasil Ltda ,"4,5", 4
 Bonini - Gestão de Negócios ,"3,2", 4
 Isra Vision ,"3,8", 4
 Quickly Travel ,"3,5", 4
 Papaiz Associados ,"3,1", 4
 Personality ,"3,7", 4
 Emmo Serviços ,"5,0", 4
 Klöckner Pentaplast ,"3,4", 4
 ASYST Sudamérica Serviço Especializado em Informática ,"4,0", 4
 Instituto Castro de Medicina ,"2,9", 4
 Oggi Sorvetes ,"2,8", 4
 Digex Aircraft Maintenance ,"3,3", 4
 Exal Brasil ,"3,8", 4
 Criasoft Sistemas ,"4,0", 4
 Husky IMS ,"4,4", 4
 Vuteq ,"2,2", 4
 Guardian Blindagens ,"1,9", 4
 NTS do Brasil ,"2,8", 4
 Datasupri ,"3,1", 4
 Ibratec Artes Graficas ,"3,1", 4
 Cipa Fiera Milano ,"2,9", 4
 Sparnet Comunicação ,"3,0", 4
 Grupo Mave ,"3,1", 4
 Inhaus ,"2,8", 4
 FMG ,"4,0", 4
 ADV Tecnologia ,"3,4", 4
 Olympus Optical do Brasil ,"3,3", 4
 BDS Soluções e Informações (BDS Group) ,"4,0", 4
 G4 Virtual Tecnologia ,"3,3", 4
 Maktub Marcenaria ,"4,0", 4
 Adere ,"3,6", 4
 Affair System Telecomunicações ,"2,5", 4
 Sempre Terceirização ,"3,6", 4
 Droga Rani ,"2,4", 4
 Sigmatronic ,"2,9", 4
 KBR TEC - Soluções Online ,"4,5", 4
 Royal Holiday ,"3,6", 4
 Instore ,"3,3", 4
 Satel Despachos ,"3,1", 4
 Fundação Itaú Social ,"3,9", 4
 ecare ,"3,3", 4
 Ferraz de Camargo e Bugelli Advogados ,"3,9", 4
 BMB Tecnologia ,"4,7", 4
 Teclabel ,"2,9", 4
 Azul Empreendimentos Imobiliários ,"3,1", 4
 De Meo ,"2,5", 4
 R. Yazbek ,"2,8", 4
 StartSe ,"2,3", 4
 Ticket Agora ,"4,3", 4
 URBA-BROSOL ,"3,4", 4
 Mallet Advogados Associados ,"3,0", 4
 Carmona Metais ,"2,0", 4
 Translute Transportes Rodoviários ,"3,2", 4
 Depósito de Meias São Jorge ,"2,4", 4
 Drava Metais ,"3,4", 4
 Faculdade de Engenharia São Paulo (FESP) ,"3,7", 4
 Aliança Traduções ,"3,4", 4
 Star IT Consultoria ,"3,7", 4
 FIT Contábil ,"4,6", 4
 Servair ,"2,7", 4
 Secretaria Municipal de Cultura de São Paulo ,"3,2", 4
 Supermercado Bandeira ,"3,2", 4
 Coddera ,"4,0", 4
 Spturis ,"4,1", 4
 M. Biasioli Advogados ,"2,8", 4
 Magazine 25 de Março ,"2,1", 4
 Wirex Cable ,"3,3", 4
 ENW Eyesnwhere ,"2,7", 4
 EBF Indústria e Comércio ,"2,5", 4
 Sabina Parque Escola do Conhecimento ,"2,9", 4
 AFA (Brazil) ,"1,8", 4
 Osten Group ,"3,7", 4
 Neo.IT ,"2,8", 4
 Terapêutica Farmácia de Manipulação ,"3,0", 4
 Crunchflow ,"1,7", 4
 SSAB ,"4,0", 4
 Hospital Municipal de Mogi das Cruzes ,"3,8", 4
 GO Associados ,"3,2", 4
 Linhas Comunicação ,"3,1", 4
 Hightec ,"3,4", 4
 Re:Sources Brasil ,"4,3", 4
 Prevenção Vigilância e Segurança ,"3,8", 4
 Godke Silva & Rocha ,"3,0", 4
 Sat Company ,"4,0", 4
 Next4 ,"3,4", 4
 Maggi Caminhões ,"3,0", 4
 Consenso ,"2,7", 4
 Metalúrgica Ventisilva ,"2,7", 4
 Agência Linka ,"3,0", 4
 Magistral ,"3,8", 4
 TWW Pneus ,"3,0", 4
 ASAM (Brazil) ,"5,0", 4
 B-Young Social Media ,"3,1", 4
 Souza Ramos ,"1,9", 4
 Wiring Soluções Inteligentes ,"3,6", 4
 Solutione ,"4,0", 4
 Nama ,"3,7", 4
 Euroart Import ,"3,5", 4
 Cycle International School ,"3,5", 4
 TelCenter Telecom ,"3,1", 4
 GPP Business and Consulting ,"4,0", 4
 Bicalho & Mollica Advogados ,"3,0", 4
 Alcon Engenharia de Sistemas ,"3,7", 4
 PMAN ,"4,0", 4
 Fortknox Sistemas de Segurança ,"4,0", 4
 Inkuba ,"3,5", 4
 Biotec Dermocosméticos ,"4,1", 4
 Grupo AMI Assistência Médica ,"2,5", 4
 Glasstech ,"3,0", 4
 Sales Equipamentos e Produtos de Higiene Profissional ,"3,1", 4
 Forte Metal Estruturas Metálicas ,"2,7", 4
 CM Comandos Lineares ,"4,4", 4
 Maestro Frotas ,"3,0", 4
 Grupo Múltipla ,"3,6", 4
 Mult Processing Informática ,"3,6", 4
 Jotaerre Digitação e Serviços ,"3,3", 4
 Rainha Logística ,"2,8", 4
 Adesivos Lumar ,"3,5", 4
 RG Soluções ,"4,7", 4
 Point Systems ,"3,6", 4
 PDC Brasil ,"3,3", 4
 Timax Calçados ,"4,8", 4
 Retail Services Brasil ,"2,7", 4
 Banco Nossa Caixa ,"3,5", 4
 Operlog Logística e Transportes ,"3,1", 4
 Paulitec Construções ,"4,2", 4
 Supermercado Padrão ,"4,0", 4
 Consuldata Sistemas ,"3,8", 4
 Auditeste Consultoria ,"3,7", 4
 Supermercados Correia ,"2,8", 4
 Macrobyte ,"2,5", 4
 Instituto da Construção ,"3,0", 4
 Thymos Energia ,"3,6", 4
 Imagem Telecom ,"3,2", 4
 CasaShop ,"3,7", 4
 Luz Publicidade ,"3,4", 4
 Promissor ,"2,8", 4
 Levitatur Viagens e Turismo ,"2,7", 4
 Grupo TopClip ,"2,7", 4
 NowLog ,"2,8", 4
 Brastek ,"2,6", 4
 Plenna Correspondente ,"3,9", 4
 Associação Brasileira de Ensaios Não Destrutivos e Inspeção ( ABENDI) ,"2,9", 4
 Rosenberg Partners ,"4,4", 4
 Votorantim Corretora ,"3,2", 4
 Perfitec Elétrica ,"2,9", 4
 Hospital Regional de Ferraz de Vasconcelos Dr. Osiris Florindo Coelho ,"3,2", 4
 Ventuno ,"3,8", 4
 CPI Engenharia ,"3,6", 4
 Univale Distribuição ,"3,8", 4
 Milaneli ,"3,2", 4
 MindSearch ,"3,9", 4
 PRG Brasil ,"3,4", 4
 Shopping Cidade Sorocaba ,"4,0", 4
 Tetra Projetos ,"3,2", 4
 Lojas Fredy ,"2,8", 4
 Cotac Chevrolet ,"3,3", 4
 Web Automação Industrial ,"2,5", 4
 Biblion ,"3,5", 4
 JGM Empresarial ,"3,3", 4
 Yellowcom ,"3,5", 4
 Trilha Indústria e Comércio ,"1,9", 4
 TD Company ,"3,7", 4
 CPV Educacional ,"3,6", 4
" ""Gastaldello, Turco, Barros e Advogados Associados"" ","4,3", 4
 Maffei Engenharia ,"3,5", 4
 Kopron ,"3,5", 4
 meuSucesso.com ,"3,8", 4
 Milli Lingerie ,"2,7", 4
 DSPA ,"3,5", 4
 Prodetech ,"2,4", 4
 Praticca Vending Machines ,"3,2", 4
 SLW Corretora de Valores e Câmbio ,"3,6", 4
 Supermercado Alabarce ,"2,2", 4
 Global Cargo (Brazil) ,"2,8", 4
 RedeCar+ ,"3,5", 4
 Sinapsis Inovação em Energia ,"4,3", 4
 Secretaria Municipal de Gestão ,"2,5", 4
 DDWX Serviços de Hotelaria ,"3,7", 4
 Riema ,"4,0", 4
 NFBC Advogados ,"3,0", 4
 Futuriste ,"4,1", 4
 EasyCar Veículos ,"3,1", 4
 Grupo Arizona ,"3,7", 4
 Centro Universitário Belas Artes ,"3,1", 4
 Translitoral ,"2,9", 4
 Associação Cultura Franciscana ,"3,3", 4
 ICO Estacionamentos ,"3,3", 4
 Jgp Consultoria ,"3,5", 4
 Rede Bom Lugar Mairinque ,"3,4", 4
 Bralimpia ,"3,2", 4
 Neo Investimentos ,"3,8", 4
 Phitofarma Farmácia de Manipulação ,"2,8", 4
 Speed Telecomunicações ,"3,5", 4
 Doceria Santa Edwiges ,"3,0", 4
 Metalúrgica Mauser Indústria e Comércio ,"3,8", 4
 Uon Engenharia ,"2,2", 4
 Star Center Soluções em Climatização ,"2,4", 4
 Zona Criativa ,"2,8", 4
 Treetech Sistemas Digitais ,"4,0", 4
 Instituto Social Santa Lúcia ,"2,2", 4
 Vencedor Atacadista ,"2,9", 4
 SLT Consult ,"3,5", 4
 Personal Freight ,"4,0", 4
 Concessionária Tamoios ,"3,4", 4
 Ecosystem Brasil ,"1,9", 4
 Barcellos Tucunduva Advogados ,"3,7", 4
 Hotel Villa Rossa ,"3,9", 4
 JBS Engenharia Elétrica ,"4,2", 4
 Centerparts Distribuidora ,"3,6", 4
 JRC Soluções em informática ,"3,1", 4
 Colégio Palmares ,"4,0", 4
 Cegedim do Brasil ,"2,6", 4
 D2F Construção Civil e Paisagismo ,"2,6", 4
 Gradiente ,"3,3", 4
 Operalog ,"1,9", 4
 Karmann-Ghia ,"3,5", 4
 Urban Arts ,"3,5", 4
 Vincit Tecnologia ,"3,8", 4
 Smart Consulting (Brazil) ,"4,2", 4
 Águas de Itu ,"3,7", 4
 AA Consulting ,"4,1", 4
 DGA Office ,"3,0", 4
 Pharmalink Brasil ,"4,0", 4
